Local time in East Rockland Key (airport);T;P0;P;U;DD;Ff;ff10;WW;W'W';c;VV;Td
14.04.2022 3:53;26.0;760.8;761.0;84;Wind blowing from the east-southeast;6;;;;Overcast (100%) 780 m;16.0;23.0
14.04.2022 3:20;26.0;760.8;761.0;84;Wind blowing from the east-southeast;6;;;;Broken clouds (60-90%) 840 m, overcast (100%) 2250 m;16.0;23.0
14.04.2022 2:53;26.0;760.8;761.0;79;Wind blowing from the south-east;7;;;;Scattered clouds (40-50%) 870 m, overcast (100%) 2100 m;16.0;22.0
14.04.2022 2:49;26.0;760.8;761.0;79;Wind blowing from the south-east;7;;;;Broken clouds (60-90%) 870 m, overcast (100%) 2100 m;16.0;22.0
14.04.2022 1:53;26.0;761.3;761.5;79;Wind blowing from the east-southeast;7;;;;Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2400 m;16.0;22.0
14.04.2022 0:53;26.0;761.5;761.7;79;Wind blowing from the east-southeast;6;;;;Broken clouds (60-90%) 1140 m, overcast (100%) 1380 m;16.0;22.0
14.04.2022 0:04;26.0;761.8;762.0;79;Wind blowing from the east-southeast;8;11;;;Scattered clouds (40-50%) 810 m, overcast (100%) 960 m;16.0;22.0
13.04.2022 23:53;26.0;761.8;762.0;79;Wind blowing from the east-southeast;7;;;;Overcast (100%) 840 m;16.0;22.0
13.04.2022 23:10;26.0;762.1;762.3;79;Wind blowing from the east-southeast;8;;;;Broken clouds (60-90%) 750 m;16.0;22.0
13.04.2022 22:53;26.0;762.1;762.3;79;Wind blowing from the east-southeast;8;;;;No clouds;16.0;22.0
13.04.2022 21:53;25.0;762.1;762.3;83;Wind blowing from the east;8;;;;No clouds;16.0;22.0
13.04.2022 20:53;25.0;761.8;762.0;83;Wind blowing from the east;7;12;;;No clouds;16.0;22.0
13.04.2022 19:53;25.0;761.5;761.7;83;Wind blowing from the east;7;12;;;No clouds;16.0;22.0
13.04.2022 18:53;26.0;761.5;761.7;74;Wind blowing from the east;8;11;;;Scattered clouds (40-50%) 840 m;16.0;21.0
13.04.2022 18:06;26.0;761.5;761.7;74;Wind blowing from the east;8;12;;;Scattered clouds (40-50%) 840 m;16.0;21.0
13.04.2022 17:53;26.0;761.5;761.7;79;Wind blowing from the east;7;12;;;Overcast (100%) 840 m;16.0;22.0
13.04.2022 17:22;26.0;761.3;761.5;79;Wind blowing from the east;9;12;;;Broken clouds (60-90%) 840 m, overcast (100%) 2250 m;16.0;22.0
13.04.2022 16:53;26.0;761.3;761.5;79;Wind blowing from the east;8;11;;;Overcast (100%) 2100 m;16.0;22.0
13.04.2022 15:53;26.0;761.8;762.0;79;Wind blowing from the east;6;10;;;Overcast (100%) 2100 m;16.0;22.0
13.04.2022 14:53;26.0;762.1;762.3;74;Wind blowing from the east;7;;;;Overcast (100%) 1800 m;16.0;21.0
13.04.2022 13:53;26.0;762.6;762.8;74;Wind blowing from the east;6;;;;Overcast (100%) 1950 m;16.0;21.0
13.04.2022 12:53;26.0;763.1;763.3;74;Wind blowing from the east-northeast;5;;Light rain;;Broken clouds (60-90%) 1500 m, overcast (100%) 1950 m;16.0;21.0
13.04.2022 11:53;27.0;763.6;763.8;74;Wind blowing from the east-southeast;6;;;;Overcast (100%) 1650 m;16.0;22.0
13.04.2022 10:53;26.0;763.8;764.0;79;Wind blowing from the south-east;6;;;;Scattered clouds (40-50%) 1320 m, overcast (100%) 1800 m;16.0;22.0
13.04.2022 9:53;26.0;763.8;764.0;79;Wind blowing from the south-east;8;11;;;Few clouds (10-30%) 1230 m, overcast (100%) 1650 m;16.0;22.0
13.04.2022 9:20;26.0;763.6;763.8;74;Wind blowing from the south-east;7;;;;Few clouds (10-30%) 720 m, scattered clouds (40-50%) 1020 m, broken clouds (60-90%) 1800 m;16.0;21.0
13.04.2022 9:13;26.0;763.6;763.8;74;Wind blowing from the south-east;7;10;;;Scattered clouds (40-50%) 720 m, broken clouds (60-90%) 1020 m, overcast (100%) 1800 m;16.0;21.0
13.04.2022 9:05;26.0;763.6;763.8;79;Wind blowing from the south-east;6;10;;;Broken clouds (60-90%) 750 m, broken clouds (60-90%) 960 m, overcast (100%) 1800 m;16.0;22.0
13.04.2022 8:53;26.0;763.6;763.8;79;Wind blowing from the east-southeast;6;;;;Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 1320 m;16.0;22.0
13.04.2022 8:51;26.0;763.6;763.8;79;Wind blowing from the east-southeast;7;;;;Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 1320 m;16.0;22.0
13.04.2022 7:53;26.0;763.1;763.3;74;Wind blowing from the east-southeast;8;13;;;Few clouds (10-30%) 690 m, broken clouds (60-90%) 870 m;16.0;21.0
13.04.2022 6:53;25.0;762.8;763.0;74;Wind blowing from the east-southeast;6;;;;Few clouds (10-30%) 720 m, scattered clouds (40-50%) 900 m;16.0;20.0
13.04.2022 5:53;24.0;762.6;762.8;78;Wind blowing from the east-southeast;7;;;;Few clouds (10-30%) 840 m;16.0;20.0
13.04.2022 5:44;24.0;762.6;762.8;78;Wind blowing from the east-southeast;6;;;;Broken clouds (60-90%) 840 m;16.0;20.0
13.04.2022 5:20;24.0;762.6;762.8;74;Wind blowing from the east-southeast;6;;;;Scattered clouds (40-50%) 780 m;16.0;19.0
13.04.2022 5:09;24.0;762.3;762.5;78;Wind blowing from the east-southeast;7;;;;Broken clouds (60-90%) 780 m;16.0;20.0
13.04.2022 4:53;24.0;762.6;762.8;74;Wind blowing from the east-southeast;7;;;;Scattered clouds (40-50%) 840 m;16.0;19.0
13.04.2022 4:36;24.0;762.6;762.8;83;Wind blowing from the east-southeast;7;;;;Few clouds (10-30%) 720 m, broken clouds (60-90%) 840 m;16.0;21.0
13.04.2022 3:53;24.0;762.6;762.8;74;Wind blowing from the east-southeast;7;11;;;Few clouds (10-30%) 960 m, broken clouds (60-90%) 1140 m, overcast (100%) 1500 m;16.0;19.0
13.04.2022 2:53;24.0;762.6;762.8;74;Wind blowing from the east-southeast;7;;;;Few clouds (10-30%) 870 m, overcast (100%) 1350 m;16.0;19.0
13.04.2022 1:53;24.0;762.8;763.0;74;Wind blowing from the east-southeast;8;;;;Overcast (100%) 1080 m;16.0;19.0
13.04.2022 0:53;25.0;763.6;763.8;65;Wind blowing from the east;8;13;;;Scattered clouds (40-50%) 1290 m;16.0;18.0
12.04.2022 23:53;24.0;764.1;764.3;69;Wind blowing from the east;7;11;;;Few clouds (10-30%) 1200 m;16.0;18.0
12.04.2022 22:53;24.0;764.1;764.3;69;Wind blowing from the east;6;11;;;Broken clouds (60-90%) 1290 m;16.0;18.0
12.04.2022 21:53;24.0;764.3;764.5;69;Wind blowing from the east;6;10;;;Scattered clouds (40-50%) 1230 m;16.0;18.0
12.04.2022 20:53;24.0;764.1;764.3;69;Wind blowing from the east;5;10;;;Overcast (100%) 1170 m;16.0;18.0
12.04.2022 19:53;24.0;763.6;763.8;69;Wind blowing from the east;8;12;;;Scattered clouds (40-50%) 1200 m;16.0;18.0
12.04.2022 18:53;25.0;763.6;763.8;65;Wind blowing from the east;8;12;;;Scattered clouds (40-50%) 1170 m;16.0;18.0
12.04.2022 17:53;26.0;763.6;763.8;61;Wind blowing from the east;8;;;;Scattered clouds (40-50%) 1110 m, broken clouds (60-90%) 1380 m;16.0;18.0
12.04.2022 16:53;26.0;763.3;763.5;61;Wind blowing from the east;9;12;;;Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 1410 m;16.0;18.0
12.04.2022 15:53;27.0;763.3;763.5;62;Wind blowing from the east;7;11;;;Scattered clouds (40-50%) 1020 m, scattered clouds (40-50%) 1320 m;16.0;19.0
12.04.2022 14:53;27.0;764.1;764.3;54;Wind blowing from the east;8;11;;;Few clouds (10-30%) 1290 m;16.0;17.0
12.04.2022 13:53;27.0;764.3;764.5;54;Wind blowing from the east-southeast;8;;;;No clouds;16.0;17.0
12.04.2022 12:53;27.0;764.8;765.0;58;Wind blowing from the east;8;12;;;No clouds;16.0;18.0
12.04.2022 11:53;27.0;765.4;765.6;54;Wind blowing from the east;8;;;;Few clouds (10-30%) 1470 m;16.0;17.0
12.04.2022 10:53;27.0;765.6;765.8;54;Wind blowing from the east-southeast;7;;;;Scattered clouds (40-50%) 1260 m, broken clouds (60-90%) 1500 m;16.0;17.0
12.04.2022 9:53;26.0;765.4;765.6;58;Wind blowing from the east-southeast;8;;;;Broken clouds (60-90%) 1230 m;16.0;17.0
12.04.2022 8:53;26.0;765.1;765.3;54;Wind blowing from the east-southeast;7;;;;Few clouds (10-30%) 1500 m;16.0;16.0
12.04.2022 7:53;24.0;765.1;765.3;65;Wind blowing from the east-southeast;7;;;;Few clouds (10-30%) 1140 m, scattered clouds (40-50%) 1500 m;16.0;17.0
12.04.2022 6:53;24.0;764.6;764.8;65;Wind blowing from the east-southeast;6;10;;;Scattered clouds (40-50%) 1500 m;16.0;17.0
12.04.2022 5:53;24.0;764.3;764.5;65;Wind blowing from the east-southeast;8;;;;Scattered clouds (40-50%) 1020 m, broken clouds (60-90%) 1260 m, broken clouds (60-90%) 1500 m;16.0;17.0
12.04.2022 4:53;24.0;763.6;763.8;69;Wind blowing from the east;8;;;;Scattered clouds (40-50%) 1140 m, broken clouds (60-90%) 1440 m;16.0;18.0
12.04.2022 3:53;24.0;763.6;763.8;65;Wind blowing from the east-southeast;8;;;;Scattered clouds (40-50%) 1380 m;16.0;17.0
12.04.2022 2:53;24.0;763.8;764.0;61;Wind blowing from the east-southeast;7;;;;No clouds;16.0;16.0
12.04.2022 1:53;24.0;764.3;764.5;61;Wind blowing from the east-southeast;8;11;;;Few clouds (10-30%) 1290 m, scattered clouds (40-50%) 1500 m;16.0;16.0
12.04.2022 0:53;24.0;764.6;764.8;61;Wind blowing from the east;7;;;;Few clouds (10-30%) 1410 m;16.0;16.0
11.04.2022 23:53;24.0;765.1;765.3;65;Wind blowing from the east-southeast;8;13;;;Broken clouds (60-90%) 1380 m;16.0;17.0
11.04.2022 22:53;24.0;765.1;765.3;65;Wind blowing from the east;7;10;;;Broken clouds (60-90%) 1260 m;16.0;17.0
11.04.2022 21:53;24.0;765.1;765.3;61;Wind blowing from the east;7;12;;;Few clouds (10-30%) 1320 m;16.0;16.0
11.04.2022 20:53;24.0;764.8;765.0;61;Wind blowing from the east;9;12;;;Scattered clouds (40-50%) 1290 m;16.0;16.0
11.04.2022 19:53;24.0;764.3;764.5;61;Wind blowing from the east;7;12;;;Broken clouds (60-90%) 1260 m;16.0;16.0
11.04.2022 18:53;24.0;764.1;764.3;65;Wind blowing from the east;8;12;;;Scattered clouds (40-50%) 1200 m;16.0;17.0
11.04.2022 17:53;25.0;764.1;764.3;61;Wind blowing from the east;7;12;;;Broken clouds (60-90%) 1260 m;16.0;17.0
11.04.2022 16:53;26.0;764.1;764.3;58;Wind blowing from the east;8;11;;;Few clouds (10-30%) 1200 m;16.0;17.0
11.04.2022 15:53;26.0;764.1;764.3;58;Wind blowing from the east;8;;;;Scattered clouds (40-50%) 1170 m;16.0;17.0
11.04.2022 14:53;26.0;764.3;764.5;58;Wind blowing from the east;8;12;;;Few clouds (10-30%) 1140 m;16.0;17.0
11.04.2022 13:53;26.0;764.6;764.8;58;Wind blowing from the east;8;12;;;No clouds;16.0;17.0
11.04.2022 12:53;26.0;765.4;765.6;58;Wind blowing from the east;8;12;;;Few clouds (10-30%) 1200 m;16.0;17.0
11.04.2022 11:53;26.0;765.9;766.1;58;Wind blowing from the east;9;;;;Scattered clouds (40-50%) 1170 m;16.0;17.0
11.04.2022 10:53;26.0;765.9;766.1;58;Wind blowing from the east;7;;;;Few clouds (10-30%) 1200 m;16.0;17.0
11.04.2022 9:53;25.0;766.1;766.3;61;Wind blowing from the east;7;;;;Broken clouds (60-90%) 1290 m;16.0;17.0
11.04.2022 8:53;24.0;765.6;765.8;61;Wind blowing from the east-southeast;7;;;;Broken clouds (60-90%) 1170 m;16.0;16.0
11.04.2022 7:53;24.0;765.1;765.3;61;Wind blowing from the east;6;;;;Scattered clouds (40-50%) 1140 m;16.0;16.0
11.04.2022 6:53;23.0;764.6;764.8;65;Wind blowing from the east-southeast;7;;;;Broken clouds (60-90%) 1170 m;16.0;16.0
11.04.2022 5:53;23.0;763.6;763.8;65;Wind blowing from the east-southeast;7;;;;Scattered clouds (40-50%) 1170 m;16.0;16.0
11.04.2022 4:53;21.0;763.6;763.8;78;Wind blowing from the east-northeast;3;;;;Scattered clouds (40-50%) 1200 m;16.0;17.0
11.04.2022 3:53;22.0;763.3;763.5;73;Wind blowing from the east-northeast;3;;;;Broken clouds (60-90%) 1200 m;16.0;17.0
11.04.2022 2:53;21.0;763.6;763.8;78;Wind blowing from the north-east;4;;;;Few clouds (10-30%) 1200 m;16.0;17.0
11.04.2022 1:53;21.0;763.8;764.0;78;Wind blowing from the north-northeast;3;;;;Broken clouds (60-90%) 1170 m;16.0;17.0
11.04.2022 0:53;23.0;764.3;764.5;65;Wind blowing from the east;7;10;;;Few clouds (10-30%) 1170 m;16.0;16.0
10.04.2022 23:53;22.0;764.8;765.0;69;Wind blowing from the east-northeast;4;;;;Broken clouds (60-90%) 1140 m;16.0;16.0
10.04.2022 22:53;22.0;765.1;765.3;69;Wind blowing from the east;5;9;;;Few clouds (10-30%) 1110 m;16.0;16.0
10.04.2022 21:53;22.0;765.1;765.3;61;Wind blowing from the east;6;12;;;No clouds;16.0;14.0
10.04.2022 20:53;22.0;764.8;765.0;65;Wind blowing from the east;6;10;;;No clouds;16.0;15.0
10.04.2022 19:53;23.0;764.6;764.8;61;Wind blowing from the east;6;11;;;No clouds;16.0;15.0
10.04.2022 18:53;23.0;764.6;764.8;61;Wind blowing from the east;5;9;;;Few clouds (10-30%) 1080 m;16.0;15.0
10.04.2022 17:53;23.0;764.3;764.5;57;Wind blowing from the east;6;10;;;No clouds;16.0;14.0
10.04.2022 16:53;23.0;764.3;764.5;61;Wind blowing from the east;6;10;;;No clouds;16.0;15.0
10.04.2022 15:53;23.0;764.1;764.3;57;Wind blowing from the east-southeast;7;12;;;No clouds;16.0;14.0
10.04.2022 14:53;23.0;764.6;764.8;38;Wind blowing from the east-southeast;6;;;;No clouds;16.0;8.0
10.04.2022 13:53;24.0;765.1;765.3;36;Wind blowing from the north-east;4;8;;;No clouds;16.0;8.0
10.04.2022 12:53;23.0;765.4;765.6;41;Wind blowing from the north-northeast;5;10;;;No clouds;16.0;9.0
10.04.2022 11:53;22.0;766.1;766.3;41;Wind blowing from the north-east;4;8;;;No clouds;16.0;8.0
10.04.2022 10:53;21.0;766.6;766.8;40;Wind blowing from the north-east;6;10;;;No clouds;16.0;7.0
10.04.2022 9:53;19.0;766.4;766.6;52;Wind blowing from the north-northeast;7;12;;;No clouds;16.0;9.0
10.04.2022 8:53;19.0;766.1;766.3;52;Wind blowing from the north-northeast;6;11;;;No clouds;16.0;9.0
10.04.2022 7:53;18.0;765.9;766.1;56;Wind blowing from the north-east;5;10;;;No clouds;16.0;9.0
10.04.2022 6:53;18.0;765.4;765.6;60;Wind blowing from the north-northeast;6;;;;No clouds;16.0;10.0
10.04.2022 5:53;17.0;765.1;765.3;68;Wind blowing from the north-northeast;6;;;;No clouds;16.0;11.0
10.04.2022 4:53;18.0;764.6;764.8;64;Wind blowing from the north-northeast;5;9;;;No clouds;16.0;11.0
10.04.2022 3:53;18.0;764.3;764.5;68;Wind blowing from the north-northeast;5;9;;;Few clouds (10-30%) 1080 m;16.0;12.0
10.04.2022 2:53;19.0;764.3;764.5;64;Wind blowing from the north;4;;;;Few clouds (10-30%) 1170 m;16.0;12.0
10.04.2022 1:53;19.0;764.8;765.0;60;Wind blowing from the north;6;;;;No clouds;16.0;11.0
10.04.2022 0:53;20.0;765.1;765.3;60;Wind blowing from the north;5;;;;Scattered clouds (40-50%) 1260 m;16.0;12.0
09.04.2022 23:53;21.0;764.8;765.0;60;Wind blowing from the north-northwest;6;10;;;Scattered clouds (40-50%) 1320 m;16.0;13.0
09.04.2022 22:53;21.0;764.8;765.0;60;Wind blowing from the north-northwest;4;;;;Few clouds (10-30%) 1380 m;16.0;13.0
09.04.2022 21:53;22.0;764.8;765.0;57;Wind blowing from the north;5;8;;;Overcast (100%) 1410 m;16.0;13.0
09.04.2022 20:53;22.0;764.3;764.5;61;Wind blowing from the north-northwest;4;;;;Scattered clouds (40-50%) 1440 m;16.0;14.0
09.04.2022 19:53;22.0;763.8;764.0;57;Wind blowing from the north-northwest;5;;;;Broken clouds (60-90%) 1470 m;16.0;13.0
09.04.2022 18:53;22.0;763.6;763.8;61;Wind blowing from the north-west;6;;;;Scattered clouds (40-50%) 1410 m;16.0;14.0
09.04.2022 17:53;23.0;763.3;763.5;61;Wind blowing from the north-west;8;10;;;Scattered clouds (40-50%) 1470 m;16.0;15.0
09.04.2022 16:53;24.0;763.3;763.5;57;Wind blowing from the west-northwest;8;;;;Scattered clouds (40-50%) 1650 m;16.0;15.0
09.04.2022 15:53;25.0;763.6;763.8;47;Wind blowing from the west-northwest;9;12;;;Broken clouds (60-90%) 1800 m;16.0;13.0
09.04.2022 14:53;26.0;763.6;763.8;48;Wind blowing from the north-west;8;12;;;Few clouds (10-30%) 1800 m;16.0;14.0
09.04.2022 13:53;26.0;764.3;764.5;48;Wind blowing from the west-northwest;8;11;;;Few clouds (10-30%) 1500 m;16.0;14.0
09.04.2022 12:53;26.0;764.6;764.8;54;Wind blowing from the north-west;9;12;;;Scattered clouds (40-50%) 1140 m;16.0;16.0
09.04.2022 11:53;26.0;765.1;765.3;54;Wind blowing from the north-west;8;;;;Scattered clouds (40-50%) 1170 m, broken clouds (60-90%) 1500 m;16.0;16.0
09.04.2022 10:53;26.0;765.4;765.6;54;Wind blowing from the north-west;6;;;;Broken clouds (60-90%) 1410 m;16.0;16.0
09.04.2022 9:53;24.0;765.4;765.6;54;Wind blowing from the west-northwest;6;;;;Broken clouds (60-90%) 1500 m, broken clouds (60-90%) 1800 m;16.0;14.0
09.04.2022 8:53;23.0;764.8;765.0;57;Wind blowing from the north-west;5;;;;Few clouds (10-30%) 1500 m;16.0;14.0
09.04.2022 7:53;23.0;764.6;764.8;57;Wind blowing from the north-west;5;;;;Broken clouds (60-90%) 1500 m;16.0;14.0
09.04.2022 6:53;22.0;764.3;764.5;57;Wind blowing from the north-northwest;7;10;;;Scattered clouds (40-50%) 1470 m;16.0;13.0
09.04.2022 5:53;21.0;764.1;764.3;60;Wind blowing from the north-northwest;7;12;;;No clouds;16.0;13.0
09.04.2022 4:53;21.0;763.6;763.8;60;Wind blowing from the north-west;6;10;;;No clouds;16.0;13.0
09.04.2022 3:53;22.0;763.3;763.5;61;Wind blowing from the north-west;6;9;;;No clouds;16.0;14.0
09.04.2022 2:53;22.0;763.1;763.3;69;Wind blowing from the north-west;6;10;;;No clouds;16.0;16.0
09.04.2022 1:53;22.0;763.3;763.5;69;Wind blowing from the north-west;6;;;;No clouds;16.0;16.0
09.04.2022 0:53;22.0;763.3;763.5;65;Wind blowing from the north-west;5;;;;No clouds;16.0;15.0
08.04.2022 23:53;22.0;763.6;763.8;69;Wind blowing from the north-west;5;;;;No clouds;16.0;16.0
08.04.2022 22:53;22.0;763.6;763.8;65;Wind blowing from the north-northwest;5;;;;No clouds;16.0;15.0
08.04.2022 21:53;22.0;763.6;763.8;69;Wind blowing from the north-west;4;;;;No clouds;16.0;16.0
08.04.2022 20:53;22.0;763.3;763.5;61;Wind blowing from the north-west;5;;;;No clouds;16.0;14.0
08.04.2022 19:53;22.0;762.8;763.0;65;Wind blowing from the north-northwest;6;;;;No clouds;16.0;15.0
08.04.2022 18:53;22.0;762.6;762.8;69;Wind blowing from the north-northwest;8;12;;;No clouds;16.0;16.0
08.04.2022 17:53;23.0;762.3;762.5;69;Wind blowing from the north-northwest;9;12;;;Few clouds (10-30%) 1020 m, scattered clouds (40-50%) 2100 m, overcast (100%) 2850 m;16.0;17.0
08.04.2022 16:53;23.0;762.3;762.5;69;Wind blowing from the north-northwest;5;12;;;Few clouds (10-30%) 1050 m, overcast (100%) 2550 m;16.0;17.0
08.04.2022 15:53;24.0;762.3;762.5;65;Wind blowing from the north-northwest;7;12;;;Scattered clouds (40-50%) 990 m, broken clouds (60-90%) 2100 m, broken clouds (60-90%) 2400 m;16.0;17.0
08.04.2022 14:53;24.0;762.3;762.5;69;Wind blowing from the north-northwest;8;11;;;Few clouds (10-30%) 930 m, broken clouds (60-90%) 1500 m, overcast (100%) 1800 m;16.0;18.0
08.04.2022 13:53;26.0;762.6;762.8;61;Wind blowing from the north-northwest;7;10;;;Few clouds (10-30%) 990 m, broken clouds (60-90%) 1410 m;16.0;18.0
08.04.2022 12:53;27.0;762.3;762.5;54;Wind blowing from the north;8;11;;;Scattered clouds (40-50%) 1290 m;16.0;17.0
08.04.2022 11:53;27.0;762.6;762.8;54;Wind blowing from the north-northwest;6;12;;;Scattered clouds (40-50%) 1470 m;16.0;17.0
08.04.2022 10:53;26.0;762.6;762.8;61;Wind blowing from the north;6;11;;;Broken clouds (60-90%) 1140 m;16.0;18.0
08.04.2022 9:53;26.0;762.6;762.8;58;Wind blowing from the north-northwest;7;11;;;Broken clouds (60-90%) 1650 m, broken clouds (60-90%) 2400 m;16.0;17.0
08.04.2022 8:53;26.0;762.3;762.5;61;Wind blowing from the north;8;12;;;Broken clouds (60-90%) 1140 m, overcast (100%) 1500 m;16.0;18.0
08.04.2022 7:53;24.0;761.8;762.0;65;Wind blowing from the north;5;11;;;Few clouds (10-30%) 1650 m;16.0;17.0
08.04.2022 6:53;24.0;761.5;761.7;69;Wind blowing from the north;6;11;;;Broken clouds (60-90%) 990 m, overcast (100%) 1320 m;16.0;18.0
08.04.2022 6:17;24.0;761.0;761.2;74;Wind blowing from the north-northwest;6;11;;;Broken clouds (60-90%) 960 m, overcast (100%) 1200 m;16.0;19.0
08.04.2022 5:53;24.0;760.8;761.0;78;Wind blowing from the north-northwest;8;11;;;Overcast (100%) 840 m;16.0;20.0
08.04.2022 4:53;24.0;760.5;760.7;83;Wind blowing from the north-northwest;7;11;;;Broken clouds (60-90%) 570 m, overcast (100%) 750 m;16.0;21.0
08.04.2022 4:27;25.0;760.3;760.5;83;Wind blowing from the north-northwest;7;11;;;Few clouds (10-30%) 420 m, broken clouds (60-90%) 570 m, overcast (100%) 1050 m;16.0;22.0
08.04.2022 3:53;26.0;760.0;760.2;84;Wind blowing from the north-west;7;11;;;Few clouds (10-30%) 570 m, scattered clouds (40-50%) 720 m, broken clouds (60-90%) 990 m;16.0;23.0
08.04.2022 3:43;26.0;760.0;760.2;84;Wind blowing from the north-west;8;;;;Scattered clouds (40-50%) 570 m, broken clouds (60-90%) 810 m, overcast (100%) 1410 m;16.0;23.0
08.04.2022 3:17;26.0;760.0;760.2;79;Wind blowing from the west;5;;;;Few clouds (10-30%) 570 m, broken clouds (60-90%) 1080 m, broken clouds (60-90%) 1440 m;16.0;22.0
08.04.2022 2:53;26.0;760.0;760.2;84;Wind blowing from the west;5;;;;Few clouds (10-30%) 390 m, scattered clouds (40-50%) 570 m, broken clouds (60-90%) 780 m;16.0;23.0
08.04.2022 2:20;26.0;760.3;760.5;84;Wind blowing from the west;6;;;;Broken clouds (60-90%) 510 m, broken clouds (60-90%) 630 m;16.0;23.0
08.04.2022 1:53;26.0;760.0;760.2;84;Wind blowing from the west-southwest;5;;;;Scattered clouds (40-50%) 1020 m;16.0;23.0
08.04.2022 0:53;26.0;759.8;760.0;84;Wind blowing from the south-southwest;4;;;;No clouds;16.0;23.0
07.04.2022 23:53;26.0;759.5;759.7;79;Wind blowing from the west-southwest;2;;;;No clouds;16.0;22.0
07.04.2022 22:53;26.0;760.5;760.7;84;Wind blowing from the north-west;3;;;;No clouds;16.0;23.0
07.04.2022 21:53;26.0;760.8;761.0;84;Wind blowing from the north;3;8;;;No clouds;16.0;23.0
07.04.2022 20:53;27.0;760.5;760.7;84;Wind blowing from the north-west;6;9;;;Few clouds (10-30%) 570 m, scattered clouds (40-50%) 1500 m;16.0;24.0
07.04.2022 19:53;27.0;760.0;760.2;89;Wind blowing from the north-west;6;;;;No clouds;16.0;25.0
07.04.2022 18:53;28.0;759.5;759.7;84;Wind blowing from the north-northwest;4;;;;Few clouds (10-30%) 510 m;16.0;25.0
07.04.2022 18:22;28.0;759.5;759.7;89;Wind blowing from the north-west;5;;;;Scattered clouds (40-50%) 450 m, scattered clouds (40-50%) 630 m;16.0;26.0
07.04.2022 17:53;28.0;759.3;759.5;84;Wind blowing from the north-west;6;;;;Scattered clouds (40-50%) 510 m, broken clouds (60-90%) 660 m;16.0;25.0
07.04.2022 16:53;29.0;759.0;759.2;84;Wind blowing from the west-northwest;6;;;;Scattered clouds (40-50%) 600 m;16.0;26.0
07.04.2022 15:56;29.0;759.0;759.2;74;Wind blowing from the west;5;9;;;Scattered clouds (40-50%) 570 m;16.0;24.0
07.04.2022 15:53;29.0;759.0;759.2;74;Wind blowing from the west;5;;;;Scattered clouds (40-50%) 570 m, broken clouds (60-90%) 720 m;16.0;24.0
07.04.2022 14:53;29.0;759.0;759.2;79;Wind blowing from the south-west;5;;;;No clouds;16.0;25.0
07.04.2022 13:53;28.0;759.3;759.5;84;Wind blowing from the south-west;4;;;;No clouds;16.0;25.0
07.04.2022 12:53;28.0;759.5;759.7;84;Wind blowing from the south;5;;;;Few clouds (10-30%) 330 m;16.0;25.0
07.04.2022 11:53;28.0;759.8;760.0;84;Wind blowing from the south-southwest;5;;;;Few clouds (10-30%) 300 m;16.0;25.0
07.04.2022 10:53;28.0;760.0;760.2;84;Wind blowing from the south-southwest;5;;;;Few clouds (10-30%) 300 m;16.0;25.0
07.04.2022 10:16;28.0;760.3;760.5;84;Wind blowing from the south-southwest;5;;;;Few clouds (10-30%) 270 m;14.апр;25.0
07.04.2022 9:53;28.0;760.0;760.2;84;Wind blowing from the south-southwest;5;;;;No clouds;14.апр;25.0
07.04.2022 9:33;28.0;760.0;760.2;84;Wind blowing from the south;5;;;;Few clouds (10-30%) 270 m;16.0;25.0
07.04.2022 8:53;27.0;760.0;760.2;89;Wind blowing from the south-southwest;5;;;;No clouds;16.0;25.0
07.04.2022 7:53;27.0;759.8;760.0;89;Wind blowing from the south-southwest;5;;;;No clouds;16.0;25.0
07.04.2022 7:44;27.0;759.8;760.0;89;Wind blowing from the south-southwest;5;;;;No clouds;16.0;25.0
07.04.2022 6:53;;;759.7;;Wind blowing from the south;5;;;;No clouds;16.0;
07.04.2022 5:53;27.0;759.0;759.2;94;Wind blowing from the south;5;;;;Few clouds (10-30%) 180 m, scattered clouds (40-50%) 450 m;16.0;26.0
07.04.2022 5:43;27.0;759.0;759.2;94;Wind blowing from the south;5;;;;Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 450 m;16.0;26.0
07.04.2022 5:23;27.0;759.0;759.2;94;Wind blowing from the south-southeast;5;;;;Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 420 m;16.0;26.0
07.04.2022 5:14;27.0;758.8;759.0;94;Wind blowing from the south-southeast;4;;;;Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 420 m;16.0;26.0
07.04.2022 4:53;27.0;758.8;759.0;94;Wind blowing from the south-southeast;5;;;;No clouds;16.0;26.0
07.04.2022 4:41;27.0;758.8;759.0;94;Wind blowing from the south-southeast;5;;;;Few clouds (10-30%) 180 m, few clouds (10-30%) 390 m;16.0;26.0
07.04.2022 3:53;27.0;758.8;759.0;94;Wind blowing from the south-southeast;5;;;;No clouds;16.0;26.0
07.04.2022 2:53;27.0;759.0;759.2;84;Wind blowing from the south-east;5;;;;No clouds;16.0;24.0
07.04.2022 1:53;27.0;759.3;759.5;89;Wind blowing from the south-east;5;;;;Few clouds (10-30%) 1800 m;16.0;25.0
